time,S,    I    ,    R    ,i rate per Timestep
4.04,3987,13,0,0
4.06,3987,13,0,0
4.08,3987,13,0,0
4.1,3987,13,0,1
4.12,3986,14,0,0
4.14,3986,14,0,0
4.16,3986,14,0,0
4.18,3986,14,0,0
4.2,3986,14,0,0
4.22,3986,14,0,0
4.24,3986,14,0,0
4.26,3986,14,0,0
4.28,3986,14,0,0
4.3,3986,14,0,0
4.32,3986,14,0,0
4.34,3986,14,0,0
4.36,3986,14,0,0
4.38,3986,14,0,0
4.4,3986,14,0,0
4.42,3986,14,0,0
4.44,3986,14,0,0
4.46,3986,14,0,0
4.48,3986,14,0,0
4.5,3986,14,0,0
4.52,3986,14,0,0
4.54,3986,14,0,0
4.56,3986,14,0,0
4.58,3986,14,0,0
4.6,3986,14,0,0
4.62,3986,14,0,0
4.64,3986,14,0,0
4.66,3986,14,0,0
4.68,3986,14,0,0
4.7,3986,14,0,0
4.72,3986,14,0,0
4.74,3986,14,0,0
4.76,3986,14,0,0
4.78,3986,14,0,0
4.8,3986,14,0,0
4.82,3986,14,0,0
4.84,3986,14,0,0
4.86,3986,14,0,0
4.88,3986,14,0,0
4.9,3986,14,0,0
4.92,3986,14,0,0
4.94,3986,14,0,0
4.96,3986,14,0,0
4.98,3986,14,0,0
5,3986,14,0,0
5.02,3986,14,0,0
5.04,3986,14,0,0
5.06,3986,14,0,0
5.08,3986,14,0,0
5.1,3986,14,0,0
5.12,3986,14,0,0
5.14,3986,14,0,1
5.16,3985,15,0,0
5.18,3985,15,0,0
5.2,3985,15,0,0
5.22,3985,15,0,0
5.24,3985,15,0,0
5.26,3985,15,0,0
5.28,3985,15,0,0
5.3,3985,15,0,0
5.32,3985,15,0,1
5.34,3984,16,0,0
5.36,3984,16,0,0
5.38,3984,16,0,0
5.4,3984,16,0,0
5.42,3984,16,0,0
5.44,3984,16,0,1
5.46,3983,17,0,0
5.48,3983,17,0,0
5.5,3983,17,0,0
5.52,3983,17,0,0
5.54,3983,17,0,0
5.56,3983,17,0,0
5.58,3983,17,0,1
5.6,3982,18,0,0
5.62,3982,18,0,0
5.64,3982,18,0,0
5.66,3982,18,0,0
5.68,3982,18,0,0
5.7,3982,18,0,0
5.72,3982,18,0,0
5.74,3982,18,0,0
5.76,3982,18,0,0
5.78,3982,18,0,0
5.8,3982,18,0,1
5.82,3981,19,0,0
5.84,3981,19,0,0
5.86,3981,19,0,0
5.88,3981,19,0,0
5.9,3981,19,0,0
5.92,3981,19,0,0
5.94,3981,19,0,0
5.96,3981,19,0,0
5.98,3981,19,0,0
6,3981,19,0,1
6.02,3980,20,0,0
6.04,3980,20,0,0
6.06,3980,20,0,0
6.08,3980,20,0,0
6.1,3980,20,0,0
6.12,3980,20,0,0
6.14,3980,20,0,0
6.16,3980,20,0,0
6.18,3980,20,0,0
6.2,3980,20,0,0
6.22,3980,20,0,0
6.24,3980,20,0,0
6.26,3980,20,0,0
6.28,3980,20,0,0
6.3,3980,20,0,0
6.32,3980,20,0,0
6.34,3980,20,0,1
6.36,3979,21,0,0
6.38,3979,21,0,0
6.4,3979,21,0,0
6.42,3979,21,0,1
6.44,3978,22,0,0
6.46,3978,22,0,0
6.48,3978,22,0,0
6.5,3978,22,0,0
6.52,3978,22,0,0
6.54,3978,22,0,1
6.56,3977,23,0,0
6.58,3977,23,0,0
6.6,3977,23,0,0
6.62,3977,23,0,0
6.64,3977,23,0,0
6.66,3977,23,0,0
6.68,3977,23,0,0
6.7,3977,23,0,0
6.72,3977,23,0,0
6.74,3977,23,0,0
6.76,3977,23,0,0
6.78,3977,23,0,1
6.8,3976,24,0,0
6.82,3976,24,0,0
6.84,3976,24,0,0
6.86,3976,24,0,0
6.88,3976,24,0,0
6.9,3976,24,0,0
6.92,3976,24,0,0
6.94,3976,24,0,1
6.96,3975,25,0,0
6.98,3975,25,0,0
7,3975,25,0,0
7.02,3975,25,0,0
7.04,3975,25,0,0
7.06,3975,25,0,0
7.08,3975,25,0,0
7.1,3975,25,0,0
7.12,3975,25,0,0
7.14,3975,25,0,0
7.16,3975,25,0,0
7.18,3975,25,0,0
7.2,3975,25,0,0
7.22,3975,25,0,0
7.24,3975,25,0,0
7.26,3975,25,0,0
7.28,3975,25,0,2
7.3,3973,27,0,0
7.32,3973,27,0,0
7.34,3973,27,0,0
7.36,3973,27,0,0
7.38,3973,27,0,0
7.4,3973,27,0,0
7.42,3973,27,0,0
7.44,3973,27,0,0
7.46,3973,27,0,0
7.48,3973,27,0,0
7.5,3973,27,0,0
7.52,3973,27,0,0
7.54,3973,27,0,0
7.56,3973,27,0,0
7.58,3973,27,0,1
7.6,3972,28,0,0
7.62,3972,28,0,1
7.64,3971,29,0,0
7.66,3971,29,0,0
7.68,3971,29,0,0
7.7,3971,29,0,0
7.72,3971,29,0,0
7.74,3971,29,0,0
7.76,3971,29,0,0
7.78,3971,29,0,0
7.8,3971,29,0,1
7.82,3970,30,0,0
7.84,3970,30,0,0
7.86,3970,30,0,0
7.88,3970,30,0,0
7.9,3970,30,0,0
7.92,3970,30,0,0
7.94,3970,30,0,0
7.96,3970,30,0,0
7.98,3970,30,0,0
8,3970,30,0,0
8.02,3970,30,0,0
8.04,3970,30,0,0
8.06,3970,30,0,1
8.08,3969,31,0,0
8.1,3969,31,0,0
8.12,3969,31,0,0
8.14,3969,31,0,0
8.16,3969,31,0,0
8.18,3969,31,0,0
8.2,3969,31,0,0
8.22,3969,31,0,0
8.24,3969,31,0,0
8.26,3969,31,0,0
8.28,3969,31,0,0
8.3,3969,31,0,1
8.32,3968,32,0,0
8.34,3968,32,0,0
8.36,3968,32,0,0
8.38,3968,32,0,2
8.4,3966,34,0,0
8.42,3966,34,0,0
8.44,3966,34,0,0
8.46,3966,34,0,0
8.48,3966,34,0,0
8.5,3966,34,0,0
8.52,3966,34,0,0
8.54,3966,34,0,0
8.56,3966,34,0,0
8.58,3966,34,0,1
8.6,3965,35,0,0
8.62,3965,35,0,1
8.64,3964,36,0,0
8.66,3964,36,0,0
8.68,3964,36,0,0
8.7,3964,36,0,0
8.72,3964,36,0,0
8.74,3964,36,0,1
8.76,3963,37,0,0
8.78,3963,37,0,0
8.8,3963,37,0,1
8.82,3962,38,0,0
8.84,3962,38,0,0
8.86,3962,38,0,0
8.88,3962,38,0,0
8.9,3962,38,0,0
8.92,3962,38,0,0
8.94,3962,38,0,0
8.96,3962,38,0,0
8.98,3962,38,0,0
9,3962,38,0,1
9.02,3961,39,0,0
9.04,3961,39,0,0
9.06,3961,39,0,0
9.08,3961,39,0,0
9.1,3961,39,0,0
9.12,3961,39,0,0
9.14,3961,39,0,0
9.16,3961,39,0,0
9.18,3961,39,0,0
9.2,3961,39,0,0
9.22,3961,39,0,0
9.24,3961,39,0,0
9.26,3961,39,0,0
9.28,3961,39,0,0
9.3,3961,39,0,0
9.32,3961,39,0,0
9.34,3961,39,0,0
9.36,3961,39,0,0
9.38,3961,39,0,0
9.4,3961,39,0,0
9.42,3961,39,0,0
9.44,3961,39,0,0
9.46,3961,39,0,0
9.48,3961,39,0,0
9.5,3961,39,0,1
9.52,3960,40,0,0
9.54,3960,40,0,0
9.56,3960,40,0,0
9.58,3960,40,0,0
9.6,3960,40,0,0
9.62,3960,40,0,0
9.64,3960,40,0,0
9.66,3960,40,0,0
9.68,3960,40,0,1
9.7,3959,41,0,0
9.72,3959,41,0,1
9.74,3958,42,0,0
9.76,3958,42,0,0
9.78,3958,42,0,0
9.8,3958,42,0,0
9.82,3958,42,0,1
9.84,3957,43,0,0
9.86,3957,43,0,0
9.88,3957,43,0,0
9.9,3957,43,0,0
9.92,3957,43,0,1
9.94,3956,44,0,1
9.96,3955,45,0,0
9.98,3955,45,0,0
10,3955,45,0,0
10.02,3955,40,5,0
10.04,3955,40,5,1
10.06,3954,41,5,0
10.08,3954,41,5,0
10.1,3954,41,5,0
10.12,3954,41,5,0
10.14,3954,40,6,1
10.16,3953,41,6,1
10.18,3952,42,6,0
10.2,3952,42,6,0
10.22,3952,42,6,0
10.24,3952,42,6,0
10.26,3952,42,6,0
10.28,3952,42,6,0
10.3,3952,42,6,0
10.32,3952,42,6,0
10.34,3952,42,6,0
10.36,3952,42,6,0
10.38,3952,42,6,0
10.4,3952,42,6,1
10.42,3951,43,6,0
10.44,3951,43,6,0
10.46,3951,43,6,1
10.48,3950,44,6,1
10.5,3949,45,6,0
10.52,3949,45,6,0
10.54,3949,45,6,1
10.56,3948,46,6,0
10.58,3948,46,6,0
10.6,3948,46,6,0
10.62,3948,46,6,1
10.64,3947,47,6,0
10.66,3947,47,6,0
10.68,3947,47,6,0
10.7,3947,47,6,0
10.72,3947,47,6,0
10.74,3947,47,6,0
10.76,3947,47,6,0
10.78,3947,47,6,0
10.8,3947,47,6,0
10.82,3947,47,6,0
10.84,3947,47,6,2
10.86,3945,49,6,0
10.88,3945,49,6,2
10.9,3943,51,6,0
10.92,3943,51,6,0
10.94,3943,51,6,1
10.96,3942,52,6,1
10.98,3941,53,6,0
11,3941,53,6,1
11.02,3940,54,6,1
11.04,3939,55,6,1
11.06,3938,56,6,0
11.08,3938,56,6,0
11.1,3938,56,6,0
11.12,3938,56,6,0
11.14,3938,56,6,0
11.16,3938,56,6,1
11.18,3937,57,6,0
11.2,3937,57,6,0
11.22,3937,57,6,0
11.24,3937,57,6,1
11.26,3936,58,6,0
11.28,3936,58,6,0
11.3,3936,58,6,0
11.32,3936,58,6,0
11.34,3936,58,6,0
11.36,3936,58,6,0
11.38,3936,58,6,0
11.4,3936,58,6,1
11.42,3935,59,6,0
11.44,3935,59,6,0
11.46,3935,59,6,1
11.48,3934,60,6,0
11.5,3934,60,6,0
11.52,3934,60,6,1
11.54,3933,61,6,0
11.56,3933,61,6,0
11.58,3933,61,6,0
11.6,3933,61,6,0
11.62,3933,61,6,0
11.64,3933,61,6,1
11.66,3932,62,6,0
11.68,3932,62,6,0
11.7,3932,62,6,1
11.72,3931,63,6,0
11.74,3931,63,6,0
11.76,3931,63,6,0
11.78,3931,63,6,0
11.8,3931,63,6,1
11.82,3930,64,6,0
11.84,3930,64,6,1
11.86,3929,65,6,0
11.88,3929,65,6,1
11.9,3928,66,6,1
11.92,3927,67,6,0
11.94,3927,67,6,0
11.96,3927,67,6,0
11.98,3927,67,6,0
12,3927,67,6,0
12.02,3927,67,6,0
12.04,3927,67,6,0
12.06,3927,67,6,0
12.08,3927,67,6,1
12.1,3926,68,6,0
12.12,3926,68,6,1
12.14,3925,69,6,0
12.16,3925,69,6,1
12.18,3924,69,7,1
12.2,3923,70,7,0
12.22,3923,70,7,0
12.24,3923,70,7,0
12.26,3923,70,7,0
12.28,3923,70,7,2
12.3,3921,72,7,0
12.32,3921,72,7,0
12.34,3921,72,7,1
12.36,3920,73,7,2
12.38,3918,75,7,1
12.4,3917,76,7,2
12.42,3915,78,7,1
12.44,3914,79,7,0
12.46,3914,79,7,0
12.48,3914,79,7,0
12.5,3914,79,7,0
12.52,3914,79,7,0
12.54,3914,79,7,0
12.56,3914,79,7,0
12.58,3914,79,7,0
12.6,3914,79,7,1
12.62,3913,80,7,0
12.64,3913,80,7,0
12.66,3913,80,7,2
12.68,3911,82,7,1
12.7,3910,83,7,0
12.72,3910,83,7,0
12.74,3910,83,7,0
12.76,3910,83,7,1
12.78,3909,83,8,0
12.8,3909,83,8,0
12.82,3909,83,8,0
12.84,3909,83,8,1
12.86,3908,83,9,1
12.88,3907,84,9,1
12.9,3906,85,9,0
12.92,3906,84,10,0
12.94,3906,84,10,1
12.96,3905,85,10,0
12.98,3905,85,10,1
13,3904,86,10,1
13.02,3903,87,10,0
13.04,3903,87,10,1
13.06,3902,88,10,1
13.08,3901,89,10,0
13.1,3901,89,10,0
13.12,3901,89,10,1
13.14,3900,90,10,3
13.16,3897,93,10,1
13.18,3896,94,10,0
13.2,3896,94,10,0
13.22,3896,94,10,1
13.24,3895,95,10,1
13.26,3894,96,10,0
13.28,3894,96,10,0
13.3,3894,96,10,1
13.32,3893,97,10,1
13.34,3892,98,10,0
13.36,3892,98,10,0
13.38,3892,98,10,1
13.4,3891,99,10,2
13.42,3889,101,10,0
13.44,3889,101,10,0
13.46,3889,101,10,0
13.48,3889,101,10,1
13.5,3888,102,10,0
13.52,3888,102,10,1
13.54,3887,103,10,0
13.56,3887,103,10,1
13.58,3886,104,10,1
13.6,3885,105,10,2
13.62,3883,107,10,1
13.64,3882,108,10,0
13.66,3882,108,10,1
13.68,3881,109,10,0
13.7,3881,109,10,1
13.72,3880,110,10,0
13.74,3880,110,10,1
13.76,3879,111,10,0
13.78,3879,111,10,1
13.8,3878,112,10,0
13.82,3878,112,10,0
13.84,3878,112,10,1
13.86,3877,112,11,1
13.88,3876,113,11,0
13.9,3876,113,11,0
13.92,3876,113,11,0
13.94,3876,112,12,3
13.96,3873,115,12,0
13.98,3873,115,12,2
14,3871,117,12,0
14.02,3871,116,13,1
14.04,3870,117,13,2
14.06,3868,119,13,1
14.08,3867,120,13,0
14.1,3867,120,13,1
14.12,3866,121,13,0
14.14,3866,120,14,0
14.16,3866,120,14,1
14.18,3865,121,14,1
14.2,3864,122,14,0
14.22,3864,122,14,1
14.24,3863,123,14,1
14.26,3862,124,14,0
14.28,3862,124,14,0
14.3,3862,124,14,2
14.32,3860,126,14,0
14.34,3860,126,14,1
14.36,3859,127,14,0
14.38,3859,127,14,1
14.4,3858,128,14,0
14.42,3858,128,14,1
14.44,3857,129,14,0
14.46,3857,129,14,0
14.48,3857,129,14,1
14.5,3856,130,14,1
14.52,3855,131,14,1
14.54,3854,132,14,0
14.56,3854,132,14,0
14.58,3854,132,14,0
14.6,3854,132,14,2
14.62,3852,134,14,0
14.64,3852,134,14,0
14.66,3852,134,14,0
14.68,3852,134,14,1
14.7,3851,135,14,0
14.72,3851,135,14,0
14.74,3851,135,14,0
14.76,3851,135,14,2
14.78,3849,137,14,0
14.8,3849,137,14,0
14.82,3849,137,14,0
14.84,3849,137,14,0
14.86,3849,137,14,0
14.88,3849,137,14,1
14.9,3848,138,14,0
14.92,3848,138,14,0
14.94,3848,138,14,0
14.96,3848,138,14,1
14.98,3847,139,14,1
15,3846,140,14,2
15.02,3844,142,14,2
15.04,3842,144,14,0
15.06,3842,144,14,0
15.08,3842,144,14,0
15.1,3842,144,14,0
15.12,3842,144,14,0
15.14,3842,144,14,3
15.16,3839,147,14,0
15.18,3839,146,15,0
15.2,3839,146,15,1
15.22,3838,147,15,1
15.24,3837,148,15,0
15.26,3837,148,15,1
15.28,3836,149,15,3
15.3,3833,152,15,1
15.32,3832,153,15,0
15.34,3832,153,15,1
15.36,3831,153,16,3
15.38,3828,156,16,0
15.4,3828,156,16,2
15.42,3826,158,16,1
15.44,3825,159,16,2
15.46,3823,161,16,0
15.48,3823,160,17,1
15.5,3822,161,17,0
15.52,3822,161,17,1
15.54,3821,162,17,1
15.56,3820,163,17,0
15.58,3820,163,17,2
15.6,3818,165,17,1
15.62,3817,165,18,1
15.64,3816,166,18,0
15.66,3816,166,18,3
15.68,3813,169,18,2
15.7,3811,171,18,0
15.72,3811,171,18,0
15.74,3811,171,18,3
15.76,3808,174,18,1
15.78,3807,175,18,2
15.8,3805,177,18,2
15.82,3803,179,18,2
15.84,3801,180,19,1
15.86,3800,181,19,0
15.88,3800,181,19,1
15.9,3799,182,19,1
15.92,3798,183,19,2
15.94,3796,185,19,1
15.96,3795,186,19,2
15.98,3793,188,19,0
16,3793,188,19,2
16.02,3791,190,19,1
16.04,3790,190,20,3
16.06,3787,193,20,1
16.08,3786,194,20,1
16.1,3785,195,20,0
16.12,3785,195,20,1
16.14,3784,196,20,2
16.16,3782,198,20,1
16.18,3781,199,20,2
16.2,3779,201,20,2
16.22,3777,203,20,2
16.24,3775,205,20,0
16.26,3775,205,20,2
16.28,3773,207,20,1
16.3,3772,208,20,0
16.32,3772,208,20,2
16.34,3770,210,20,2
16.36,3768,212,20,0
16.38,3768,211,21,0
16.4,3768,211,21,2
16.42,3766,213,21,0
16.44,3766,213,21,1
16.46,3765,213,22,2
16.48,3763,215,22,1
16.5,3762,216,22,4
16.52,3758,220,22,2
16.54,3756,222,22,0
16.56,3756,222,22,1
16.58,3755,222,23,1
16.6,3754,223,23,0
16.62,3754,223,23,2
16.64,3752,225,23,1
16.66,3751,226,23,0
16.68,3751,226,23,1
16.7,3750,227,23,0
16.72,3750,227,23,1
16.74,3749,228,23,1
16.76,3748,229,23,0
16.78,3748,229,23,1
16.8,3747,230,23,0
16.82,3747,229,24,1
16.84,3746,230,24,3
16.86,3743,233,24,1
16.88,3742,234,24,4
16.9,3738,238,24,2
16.92,3736,240,24,2
16.94,3734,242,24,0
16.96,3734,242,24,2
16.98,3732,243,25,2
17,3730,245,25,0
17.02,3730,245,25,2
17.04,3728,247,25,0
17.06,3728,247,25,1
17.08,3727,248,25,0
17.1,3727,248,25,0
17.12,3727,248,25,1
17.14,3726,249,25,2
17.16,3724,251,25,0
17.18,3724,251,25,2
17.2,3722,253,25,2
17.22,3720,255,25,3
17.24,3717,258,25,1
17.26,3716,259,25,0
17.28,3716,259,25,0
17.3,3716,259,25,5
17.32,3711,262,27,1
17.34,3710,263,27,1
17.36,3709,264,27,0
17.38,3709,264,27,2
17.4,3707,266,27,2
17.42,3705,268,27,1
17.44,3704,269,27,2
17.46,3702,271,27,2
17.48,3700,273,27,1
17.5,3699,274,27,1
17.52,3698,275,27,3
17.54,3695,278,27,1
17.56,3694,279,27,2
17.58,3692,281,27,0
17.6,3692,281,27,0
17.62,3692,280,28,3
17.64,3689,283,28,1
17.66,3688,283,29,0
17.68,3688,283,29,1
17.7,3687,284,29,2
17.72,3685,286,29,2
17.74,3683,288,29,1
17.76,3682,289,29,3
17.78,3679,292,29,0
17.8,3679,292,29,2
17.82,3677,294,29,1
17.84,3676,294,30,2
17.86,3674,296,30,1
17.88,3673,297,30,2
17.9,3671,299,30,2
17.92,3669,301,30,2
17.94,3667,303,30,0
17.96,3667,303,30,4
17.98,3663,307,30,1
18,3662,308,30,6
18.02,3656,314,30,2
18.04,3654,316,30,2
18.06,3652,318,30,3
18.08,3649,321,30,0
18.1,3649,320,31,2
18.12,3647,322,31,1
18.14,3646,323,31,0
18.16,3646,323,31,5
18.18,3641,328,31,3
18.2,3638,331,31,1
18.22,3637,332,31,3
18.24,3634,335,31,5
18.26,3629,340,31,2
18.28,3627,342,31,0
18.3,3627,342,31,0
18.32,3627,342,31,4
18.34,3623,345,32,2
18.36,3621,347,32,1
18.38,3620,348,32,2
18.4,3618,350,32,2
18.42,3616,350,34,1
18.44,3615,351,34,3
18.46,3612,354,34,2
18.48,3610,356,34,0
18.5,3610,356,34,4
18.52,3606,360,34,1
18.54,3605,361,34,4
18.56,3601,365,34,2
18.58,3599,367,34,3
18.6,3596,370,34,0
18.62,3596,369,35,0
18.64,3596,369,35,1
18.66,3595,369,36,3
18.68,3592,372,36,4
18.7,3588,376,36,0
18.72,3588,376,36,2
18.74,3586,378,36,0
18.76,3586,378,36,2
18.78,3584,379,37,2
18.8,3582,381,37,3
18.82,3579,384,37,1
18.84,3578,384,38,5
18.86,3573,389,38,1
18.88,3572,390,38,0
18.9,3572,390,38,0
18.92,3572,390,38,3
18.94,3569,393,38,1
18.96,3568,394,38,1
18.98,3567,395,38,0
19,3567,395,38,2
19.02,3565,397,38,2
19.04,3563,398,39,5
19.06,3558,403,39,6
19.08,3552,409,39,3
19.1,3549,412,39,4
19.12,3545,416,39,4
19.14,3541,420,39,2
19.16,3539,422,39,2
19.18,3537,424,39,0
19.2,3537,424,39,1
19.22,3536,425,39,3
19.24,3533,428,39,3
19.26,3530,431,39,3
19.28,3527,434,39,0
19.3,3527,434,39,0
19.32,3527,434,39,2
19.34,3525,436,39,4
19.36,3521,440,39,0
19.38,3521,440,39,2
19.4,3519,442,39,5
19.42,3514,447,39,4
19.44,3510,451,39,2
19.46,3508,453,39,3
19.48,3505,456,39,3
19.5,3502,459,39,2
19.52,3500,461,39,5
19.54,3495,465,40,3
19.56,3492,468,40,2
19.58,3490,470,40,5
19.6,3485,475,40,5
19.62,3480,480,40,2
19.64,3478,482,40,1
19.66,3477,483,40,4
19.68,3473,487,40,0
19.7,3473,487,40,3
19.72,3470,489,41,1
19.74,3469,490,41,2
19.76,3467,491,42,1
19.78,3466,492,42,2
19.8,3464,494,42,5
19.82,3459,499,42,4
19.84,3455,503,42,0
19.86,3455,502,43,1
19.88,3454,503,43,1
19.9,3453,504,43,2
19.92,3451,506,43,1
19.94,3450,507,43,1
19.96,3449,507,44,3
19.98,3446,509,45,1
20,3445,510,45,2
20.02,3443,512,45,2
20.04,3441,514,45,1
20.06,3440,515,45,8
20.08,3432,522,46,2
20.1,3430,524,46,2
20.12,3428,526,46,3
20.14,3425,529,46,2
20.16,3423,531,46,2
20.18,3421,532,47,3
20.2,3418,534,48,1
20.22,3417,535,48,1
20.24,3416,536,48,4
20.26,3412,540,48,3
20.28,3409,543,48,3
20.3,3406,546,48,2
20.32,3404,548,48,4
20.34,3400,552,48,4
20.36,3396,556,48,3
20.38,3393,559,48,3
20.4,3390,562,48,2
20.42,3388,564,48,3
20.44,3385,566,49,6
20.46,3379,572,49,5
20.48,3374,577,49,4
20.5,3370,580,50,2
20.52,3368,581,51,4
20.54,3364,585,51,2
20.56,3362,587,51,4
20.58,3358,590,52,4
20.6,3354,594,52,2
20.62,3352,596,52,3
20.64,3349,599,52,2
20.66,3347,600,53,2
20.68,3345,602,53,2
20.7,3343,604,53,2
20.72,3341,606,53,4
20.74,3337,610,53,2
20.76,3335,612,53,2
20.78,3333,614,53,3
20.8,3330,617,53,3
20.82,3327,620,53,1
20.84,3326,621,53,1
20.86,3325,622,53,5
20.88,3320,625,55,1
20.9,3319,626,55,2
20.92,3317,626,57,1
20.94,3316,627,57,1
20.96,3315,628,57,5
20.98,3310,632,58,4
21,3306,635,59,2
21.02,3304,637,59,4
21.04,3300,640,60,2
21.06,3298,641,61,2
21.08,3296,642,62,2
21.1,3294,644,62,2
21.12,3292,646,62,2
21.14,3290,648,62,4
21.16,3286,652,62,3
21.18,3283,655,62,0
21.2,3283,654,63,3
21.22,3280,657,63,1
21.24,3279,658,63,4
21.26,3275,662,63,3
21.28,3272,664,64,2
21.3,3270,666,64,3
21.32,3267,669,64,4
21.34,3263,673,64,2
21.36,3261,675,64,3
21.38,3258,678,64,3
21.4,3255,681,64,1
21.42,3254,682,64,1
21.44,3253,682,65,3
21.46,3250,685,65,4
21.48,3246,689,65,2
21.5,3244,690,66,3
